description_en	description_zh
Summons a Stoneskin Totem with $s1 health at the feet of the caster.  The totem protects party members within $25507a1 yards, reducing melee damage taken by $25507s1.  Lasts $d.	在施法者脚下召唤一个拥有$s1点生命值的石肤图腾。图腾保护$25507a1码范围内的队伍成员，使其受到的近战伤害降低$25507s1。持续$d。
Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $25512a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $25513h% chance to be stunned for $39796d.	在施法者脚下召唤一个拥有$s1点生命值的石爪图腾，持续$d，嘲讽$25512a1码范围内的生物攻击它。攻击石爪图腾的敌人有$25513h%的几率被击晕$39796d。
Summons a Strength of Earth Totem with $s1 health at the feet of the caster.  The totem increases the strength of party members within $25527a1 yards by $25527s1.  Lasts $d.	在施法者脚下召唤一个拥有$s1点生命值的大地之力图腾。图腾使$25527a1码范围内的队伍成员力量提高$25527s1。持续$d。
Summons a Searing Totem with $s1 health at your feet for $d that repeatedly attacks an enemy within $25530r yards for $25530s1 Fire damage.	在你脚下召唤一个拥有$s1点生命值的灼热图腾，持续$d，反复攻击$25530r码范围内的一个敌人，造成$25530s1点火焰伤害。
Summons a Fire Nova Totem that has $s1 health and lasts $d.  Unless it is destroyed within $25538t1 sec., the totem inflicts $25535s1 fire damage to enemies within $25535a1 yd.	召唤一个拥有$s1点生命值的火焰新星图腾，持续$d。除非在$25538t1秒内被摧毁，否则图腾将对$25535a1码范围内的敌人造成$25535s1点火焰伤害。
Summons a Fire Nova Totem that has $s1 health and lasts $d.  Unless it is destroyed within $25539t1 sec., the totem inflicts $25537s1 fire damage to enemies within $25537a1 yd.	召唤一个拥有$s1点生命值的火焰新星图腾，持续$d。除非在$25539t1秒内被摧毁，否则图腾将对$25537a1码范围内的敌人造成$25537s1点火焰伤害。
Summons a Magma Totem with $s1 health at the feet of the caster for ${$d-1} sec that causes $25550s1 Fire damage to creatures within $25550a1 yards every $25551t1 seconds.	在施法者脚下召唤一个拥有$s1点生命值的熔岩图腾，持续${$d-1}秒，每$25551t1秒对$25550a1码范围内的生物造成$25550s1点火焰伤害。
Summons a Flametongue Totem that enchants all party members' main-hand weapons with fire if they are within $25554a1 yards.  Each hit causes $/77;25555m1 to $/25;25555M1 additional Fire damage.  Lasts $d.	召唤一个火舌图腾，为$25554a1码范围内所有队伍成员的主手武器附魔火焰。每次命中造成$/77;25555m1到$/25;25555M1点额外火焰伤害。持续$d。
Summons a Frost Resistance Totem with $s1 health at the feet of the caster for $d.  The totem increases party members' frost resistance by $25559s1, if within $25559a1 yards.	在施法者脚下召唤一个拥有$s1点生命值的抗冰冻图腾，持续$d。图腾使$25559a1码范围内的队伍成员冰霜抗性提高$25559s1。
Summons a Fire Resistance Totem with $s1 health at the feet of the caster for $d that increases the fire resistance of party members within $25562a1 yards by $25562s1.	在施法者脚下召唤一个拥有$s1点生命值的抗火焰图腾，持续$d，使$25562a1码范围内的队伍成员火焰抗性提高$25562s1。
Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that heals group members within $25566a1 yards for $25566s1 every $25566t1 seconds.	在施法者脚下召唤一个拥有$s1点生命值的治疗之泉图腾，持续$d，每$25566t1秒治疗$25566a1码范围内的小队成员$25566s1点生命值。
Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $25569s1 mana every $25569t1 seconds to group members within $25569a1 yards.	在施法者脚下召唤一个拥有$s1点生命值的法力之泉图腾，持续$d，每$25569t1秒为$25569a1码范围内的小队成员恢复$25569s1点法力值。
Summons a Nature Resistance Totem with $s1 health at the feet of the caster for $d that increases the nature resistance of party members within $25573a1 yards by $25573s1.	在施法者脚下召唤一个拥有$s1点生命值的抗自然图腾，持续$d，使$25573a1码范围内的队伍成员自然抗性提高$25573s1。
Summons a Windwall Totem with $s1 health at the feet of the caster.  The totem protects party members within $25576a1 yards, reducing ranged damage taken by $25576s1.  Lasts $d.	在施法者脚下召唤一个拥有$s1点生命值的风墙图腾。图腾保护$25576a1码范围内的队伍成员，使其受到的远程伤害降低$25576s1。持续$d。
Summons a Windfury Totem with $s1 health at the feet of the caster.  The totem enchants all party members main-hand weapons with wind, if they are within $25579a1 yards.  Each hit has a 20% chance of granting the attacker $25583s2 extra $lattack:attacks; with $25583s1 extra attack power.  Lasts $d.	在施法者脚下召唤一个拥有$s1点生命值的风怒图腾。图腾为$25579a1码范围内所有队伍成员的主手武器附魔风之力。每次命中有20%的几率赋予攻击者$25583s2次额外$l攻击:攻击;，附带$25583s1点额外攻击强度。持续$d。
Summons a Windfury Totem with $s1 health at the feet of the caster.  The totem enchants all party members main-hand weapons with wind, if they are within $25580a1 yards.  Each hit has a 20% chance of granting the attacker $25584s2 extra $lattack:attacks; with $25584s1 extra attack power.  Lasts $d.	在施法者脚下召唤一个拥有$s1点生命值的风怒图腾。图腾为$25580a1码范围内所有队伍成员的主手武器附魔风之力。每次命中有20%的几率赋予攻击者$25584s2次额外$l攻击:攻击;，附带$25584s1点额外攻击强度。持续$d。
Increases the threat generated by your Holy spells by $s1%.  Lasts $d.	你的神圣法术产生的威胁值提高$s1%。持续$d。
Gives all members of the raid or group that share the same class with the target the Greater Blessing of Might, increasing attack power by $s1 for $d.  Players may only have one Blessing on them per Paladin at any one time.	赋予团队或队伍中与目标相同职业的所有成员强效力量祝福，攻击强度提高$s1，持续$d。每个圣骑士同一时间只能对一名玩家施放一个祝福。
Gives all members of the raid or group that share the same class with the target the Greater Blessing of Light, increasing the effects of Holy Light spells used on the target by up to $s1 and the effects of Flash of Light spells used on the target by up to $s2.  Lasts $d.  Players may only have one Blessing on them per Paladin at any one time.	赋予团队或队伍中与目标相同职业的所有成员强效光明祝福，使对目标使用的圣光术效果最多提高$s1，圣光闪现效果最多提高$s2。持续$d。每个圣骑士同一时间只能对一名玩家施放一个祝福。
Gives all members of the raid or group that share the same class with the target the Greater Blessing of Wisdom, restoring $s1 mana every 5 seconds for $d.  Players may only have one Blessing on them per Paladin at any one time.	赋予团队或队伍中与目标相同职业的所有成员强效智慧祝福，每5秒恢复$s1点法力值，持续$d。每个圣骑士同一时间只能对一名玩家施放一个祝福。
Gives all members of the raid or group that share the same class with the target the Greater Blessing of Salvation, reducing the amount of all threat generated by $s1% for $d.  Players may only have one Blessing on them per Paladin at any one time.	赋予团队或队伍中与目标相同职业的所有成员强效拯救祝福，所有威胁值降低$s1%，持续$d。每个圣骑士同一时间只能对一名玩家施放一个祝福。
Gives all members of the raid or group that share the same class with the target the Greater Blessing of Kings, increasing total stats by $s1% for $d.  Players may only have one Blessing on them per Paladin at any one time.	赋予团队或队伍中与目标相同职业的所有成员强效王者祝福，所有属性总计提高$s1%，持续$d。每个圣骑士同一时间只能对一名玩家施放一个祝福。
Gives all members of the raid or group that share the same class with the target the Greater Blessing of Sanctuary, reducing damage dealt from all sources by up to $s1 for $d.  In addition, when the target blocks a melee attack the attacker will take $s2 Holy damage.  Players may only have one Blessing on them per Paladin at any one time.	赋予团队或队伍中与目标相同职业的所有成员强效庇护祝福，受到的所有来源伤害最多降低$s1，持续$d。此外，当目标格挡一次近战攻击时，攻击者将受到$s2点神圣伤害。每个圣骑士同一时间只能对一名玩家施放一个祝福。
Summons a Tranquil Air Totem with $s1 health at the feet of the caster.  The totem reduces the threat caused by all party members within $25909a1 yards by $25909s1%.  Lasts $d.	在施法者脚下召唤一个拥有$s1点生命值的宁静之风图腾。图腾使$25909a1码范围内所有队伍成员造成的威胁值降低$25909s1%。持续$d。
Emits a high frequency sound, forcing a silithid tank to burrow out from its home beneath the Temple of Ahn'Qiraj. The silithid is obedient to the summoner and can be used as a mount within the Temple of Ahn'Qiraj. Any hostile action towards the rider forces the tank underground. This mount increases speed depending on your Riding Skill.	发出高频声波，迫使一只异种虫坦克从安其拉神殿地下的巢穴中钻出。异种虫服从召唤者，可在安其拉神殿内作为坐骑使用。对骑乘者的任何敌对行为都会迫使坦克钻入地下。根据你的骑术技能提高速度。
Decreases the cooldown of your Judgement spell by $/1000;s1 sec.	你的审判法术冷却时间缩短$/1000;s1秒。
All criticals against you cause a percentage of the damage taken to the attacker as well.  The damage caused by Eye for an Eye will not exceed 50% of the Paladin's total health.	所有对你的暴击也会将受到伤害的一定百分比反弹给攻击者。以眼还眼造成的伤害不会超过圣骑士最大生命值的50%。
Gives the Paladin's damaging melee attacks a chance to reduce the target's attributes by $26017s1% for $26017d.	使圣骑士的近战伤害攻击有几率使目标的属性降低$26017s1%，持续$26017d。
Gives the Paladin's damaging melee attacks a chance to reduce the target's attributes by $26018s1% for $26018d.	使圣骑士的近战伤害攻击有几率使目标的属性降低$26018s1%，持续$26018d。
Reduces the chance you'll be hit by spells by $s3% and increases movement and mounted movement speed by $s1%.  This does not stack with other movement speed increasing effects.	被法术命中的几率降低$s3%，移动和骑乘移动速度提高$s1%。此效果不与其他移动速度提升效果叠加。
Reduces all damage your pet takes by $s1%, but increases the time between your pet's attacks by $s2%.  Lasts $d.	你的宠物受到的所有伤害降低$s1%，但攻击间隔延长$s2%。持续$d。
Summons a mechanical Greench that will protect you for $d.	召唤一个机械格林奇保护你，持续$d。
Shakes the ground with thundering force, doing $s1 Nature damage to all enemies within $a1 yards.  This ability causes a moderate amount of additional threat.	以雷霆之力震动大地，对$a1码范围内的所有敌人造成$s1点自然伤害。此技能产生中等额外威胁值。
